24IN0143, 24RS0143, 680.00, 34.00, 646.00, 2025-01-03, Paid
24IN0144, 24RS0144, 680.00, 34.00, 646.00, 2025-01-03, Paid
24IN0145, 24RS0145, 1080.00, 54.00, 1026.00, 2025-01-06, Paid
24IN0146, 24RS0146, 1190.00, 59.50, 1130.50, 2025-01-08, Paid
24IN0147, 24RS0147, 625.00, 31.25, 593.75, 2025-01-10, Paid
24IN0148, 24RS0148, 900.00, 45.00, 855.00, 2025-01-13, Paid
24IN0149, 24RS0149, 850.00, 42.50, 807.50, 2025-01-15, Paid
24IN0150, 24RS0150, 750.00, 37.50, 712.50, 2025-01-17, Paid
24IN0151, 24RS0151, 375.00, 18.75, 356.25, 2025-01-20, Paid
24IN0152, 24RS0152, 375.00, 18.75, 356.25, 2025-01-24, Paid
24IN0153, 24RS0153, 510.00, 25.50, 484.50, 2025-01-27, Paid
24IN0154, 24RS0154, 250.00, 12.50, 237.50, 2025-01-28, Paid
24IN0155, 24RS0155, 680.00, 34.00, 646.00, 2025-01-30, Paid
24IN0156, 24RS0156, 1620.00, 81.00, 1539.00, 2025-02-01, Paid
24IN0157, 24RS0157, 875.00, 43.75, 831.25, 2025-02-03, Paid
24IN0158, 24RS0158, 1920.00, 96.00, 1824.00, 2025-02-03, Paid
24IN0159, 24RS0159, 1120.00, 56.00, 1064.00, 2025-02-05, Paid
24IN0160, 24RS0160, 875.00, 43.75, 831.25, 2025-02-08, Paid
24IN0161, 24RS0161, 1600.00, 80.00, 1520.00, 2025-02-10, Paid
24IN0162, 24RS0162, 750.00, 37.50, 712.50, 2025-02-11, Paid
24IN0163, 24RS0163, 960.00, 48.00, 912.00, 2025-02-15, Paid
24IN0164, 24RS0164, 625.00, 31.25, 593.75, 2025-02-19, Paid
24IN0165, 24RS0165, 1260.00, 63.00, 1197.00, 2025-02-20, Paid
24IN0166, 24RS0166, 1260.00, 63.00, 1197.00, 2025-02-21, Paid
24IN0167, 24RS0167, 320.00, 16.00, 304.00, 2025-02-28, Paid
24IN0168, 24RS0168, 720.00, 36.00, 684.00, 2025-03-08, Paid
24IN0169, 24RS0169, 750.00, 37.50, 712.50, 2025-03-09, Paid
24IN0170, 24RS0170, 1280.00, 64.00, 1216.00, 2025-03-12, Paid
24IN0171, 24RS0171, 625.00, 31.25, 593.75, 2025-03-15, Paid
24IN0172, 24RS0172, 1120.00, 56.00, 1064.00, 2025-03-18, Paid
24IN0173, 24RS0173, 1375.00, 68.75, 1306.25, 2025-03-21, Paid
24IN0174, 24RS0174, 1800.00, 90.00, 1710.00, 2025-03-27, Paid
24IN0175, 24RS0175, 250.00, 12.50, 237.50, 2025-04-04, Paid
24IN0176, 24RS0176, 625.00, 31.25, 593.75, 2025-04-05, Paid
24IN0177, 24RS0177, 1260.00, 63.00, 1197.00, 2025-04-05, Paid
24IN0178, 24RS0178, 1080.00, 54.00, 1026.00, 2025-04-07, Paid
24IN0179, 24RS0179, 2200.00, 110.00, 2090.00, 2025-04-10, Paid
24IN0180, 24RS0180, 875.00, 43.75, 831.25, 2025-04-10, Paid
24IN0181, 24RS0181, 320.00, 16.00, 304.00, 2025-04-10, Paid
24IN0182, 24RS0182, 800.00, 40.00, 760.00, 2025-04-10, Paid
24IN0183, 24RS0183, 1125.00, 56.25, 1068.75, 2025-04-11, Paid
24IN0184, 24RS0184, 1700.00, 85.00, 1615.00, 2025-04-12, Paid
24IN0185, 24RS0185, 1120.00, 56.00, 1064.00, 2025-04-12, Paid
24IN0186, 24RS0186, 640.00, 32.00, 608.00, 2025-04-14, Paid
24IN0187, 24RS0187, 250.00, 12.50, 237.50, 2025-04-14, Paid
24IN0188, 24RS0188, 1200.00, 60.00, 1140.00, 2025-04-14, Paid
24IN0189, 24RS0189, 1120.00, 56.00, 1064.00, 2025-04-17, Paid
24IN0190, 24RS0190, 375.00, 18.75, 356.25, 2025-04-18, Paid
24IN0191, 24RS0191, 1120.00, 56.00, 1064.00, 2025-04-20, Paid
24IN0192, 24RS0192, 480.00, 24.00, 456.00, 2025-04-23, Paid
24IN0193, 24RS0193, 960.00, 48.00, 912.00, 2025-04-24, Paid
24IN0194, 24RS0194, 320.00, 16.00, 304.00, 2025-04-28, Paid
24IN0195, 24RS0195, 160.00, 8.00, 152.00, 2025-04-30, Paid
24IN0196, 24RS0196, 800.00, 40.00, 760.00, 2025-05-01, Paid
24IN0197, 24RS0197, 2250.00, 112.50, 2137.50, 2025-05-01, Paid
24IN0198, 24RS0198, 500.00, 25.00, 475.00, 2025-05-01, Paid
25IN0199, 25RS0199, 750.00, 37.50, 712.50, 2025-05-01, Paid
25IN0200, 25RS0200, 1190.00, 59.50, 1130.50, 2025-05-01, Paid
25IN0201, 25RS0201, 9920.00, 496.00, 9424.00, 2025-05-02, Paid
